antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'Red Blood Cells=niski', 'C-reactive Protein=średni-dolny'})",frozenset({'Disease=Anemia'}),0.05019140791152701,0.26499361973628244,0.05019140791152701,1.0,3.773675762439807,1.0,0.03689100504939118,inf,0.7738468428123602,0.18940609951845905,1.0,0.5947030497592295
"frozenset({'Diastolic Blood Pressure=wysoki', 'Cholesterol=niski', 'Mean Corpuscular Hemoglobin=wysoki'})",frozenset({'Disease=Thalasse'}),0.054870267971076137,0.21650361548277328,0.054870267971076137,1.0,4.618860510805502,1.0,0.042990656572829536,inf,0.828982898289829,0.25343811394891946,1.0,0.6267190569744597
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'Cholesterol=niski', 'Mean Corpuscular Hemoglobin Concentration=niski'})",frozenset({'Disease=Thalasse'}),0.054870267971076137,0.21650361548277328,0.054870267971076137,1.0,4.618860510805502,1.0,0.042990656572829536,inf,0.828982898289829,0.25343811394891946,1.0,0.6267190569744597
"frozenset({'White Blood Cells=średni-dolny', 'Mean Corpuscular Hemoglobin=wysoki'})","frozenset({'Diastolic Blood Pressure=wysoki', 'Disease=Thalasse'})",0.05146746065504041,0.08124202467035305,0.05146746065504041,1.0,12.308900523560208,1.0,0.04728613994678319,inf,0.968609865470852,0.6335078534031413,1.0,0.8167539267015707
"frozenset({'Insulin=średni-górny', 'Diastolic Blood Pressure=średni-górny', 'HDL Cholesterol=niski'})",frozenset({'Disease=Diabetes'}),0.051892811569544874,0.22968949383241175,0.051892811569544874,1.0,4.353703703703704,1.0,0.039973577946595396,inf,0.8124719605204128,0.22592592592592592,1.0,0.6129629629629629
"frozenset({'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'Glucose=niski', 'Hemoglobin=niski'})","frozenset({'Disease=Anemia', 'Red Blood Cells=niski'})",0.052318162484049344,0.1382390472139515,0.052318162484049344,1.0,7.233846153846154,1.0,0.04508574955026966,inf,0.9093357271095153,0.37846153846153857,1.0,0.6892307692307693
"frozenset({'Red Blood Cells=niski', 'Glucose=niski', 'Hemoglobin=niski'})","frozenset({'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'Disease=Anemia'})",0.052318162484049344,0.09953211399404509,0.052318162484049344,1.0,10.047008547008547,1.0,0.047110825171727974,inf,0.9501795332136446,0.5256410256410257,1.0,0.7628205128205128
"frozenset({'HDL Cholesterol=średni-górny', 'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'Red Blood Cells=niski', 'Hemoglobin=niski'})",frozenset({'Disease=Anemia'}),0.052318162484049344,0.26499361973628244,0.052318162484049344,1.0,3.773675762439807,1.0,0.038454183229450135,inf,0.7755834829443448,0.19743178170144463,1.0,0.5987158908507223
"frozenset({'HDL Cholesterol=średni-górny', 'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'Hemoglobin=niski'})","frozenset({'Disease=Anemia', 'Red Blood Cells=niski'})",0.052318162484049344,0.1382390472139515,0.052318162484049344,1.0,7.233846153846154,1.0,0.04508574955026966,inf,0.9093357271095153,0.37846153846153857,1.0,0.6892307692307693
"frozenset({'Red Blood Cells=niski', 'Glucose=niski', 'Hemoglobin=niski'})","frozenset({'HDL Cholesterol=średni-górny', 'Disease=Anemia'})",0.052318162484049344,0.07230965546575925,0.052318162484049344,1.0,13.829411764705883,1.0,0.04853505418022613,inf,0.9789048473967685,0.723529411764706,1.0,0.861764705882353
"frozenset({'HDL Cholesterol=średni-górny', 'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'Red Blood Cells=niski', 'Glucose=niski'})",frozenset({'Disease=Anemia'}),0.052318162484049344,0.26499361973628244,0.052318162484049344,1.0,3.773675762439807,1.0,0.038454183229450135,inf,0.7755834829443448,0.19743178170144463,1.0,0.5987158908507223
"frozenset({'HDL Cholesterol=średni-górny', 'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'Glucose=niski'})","frozenset({'Disease=Anemia', 'Red Blood Cells=niski'})",0.052318162484049344,0.1382390472139515,0.052318162484049344,1.0,7.233846153846154,1.0,0.04508574955026966,inf,0.9093357271095153,0.37846153846153857,1.0,0.6892307692307693
"frozenset({'HDL Cholesterol=średni-górny', 'Red Blood Cells=niski', 'Glucose=niski'})","frozenset({'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'Disease=Anemia'})",0.052318162484049344,0.09953211399404509,0.052318162484049344,1.0,10.047008547008547,1.0,0.047110825171727974,inf,0.9501795332136446,0.5256410256410257,1.0,0.7628205128205128
"frozenset({'HDL Cholesterol=średni-górny', 'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'Troponin=średni-dolny'})","frozenset({'Disease=Anemia', 'Red Blood Cells=niski'})",0.05061675882603148,0.1382390472139515,0.05061675882603148,1.0,7.233846153846154,1.0,0.043619546312862516,inf,0.9077060931899642,0.3661538461538462,1.0,0.6830769230769231
"frozenset({'HDL Cholesterol=średni-górny', 'Troponin=średni-dolny', 'Red Blood Cells=niski'})","frozenset({'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'Disease=Anemia'})",0.05061675882603148,0.09953211399404509,0.05061675882603148,1.0,10.047008547008547,1.0,0.04557876581654982,inf,0.9484767025089605,0.5085470085470086,1.0,0.7542735042735043
"frozenset({'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'Troponin=średni-dolny', 'Red Blood Cells=niski'})","frozenset({'HDL Cholesterol=średni-górny', 'Disease=Anemia'})",0.05061675882603148,0.07230965546575925,0.05061675882603148,1.0,13.829411764705883,1.0,0.046956678434527714,inf,0.9771505376344086,0.7000000000000001,1.0,0.8500000000000001
"frozenset({'HDL Cholesterol=średni-górny', 'Troponin=średni-dolny'})",frozenset({'Disease=Anemia'}),0.05061675882603148,0.26499361973628244,0.05061675882603148,1.0,3.773675762439807,1.0,0.037203640685402974,inf,0.7741935483870968,0.19101123595505617,1.0,0.5955056179775281
"frozenset({'Systolic Blood Pressure=średni-dolny', 'Creatinine=średni-górny'})",frozenset({'Disease=Healthy'}),0.05997447894512973,0.2364951084644832,0.05997447894512973,1.0,4.2284172661870505,1.0,0.04579080804190041,inf,0.8122171945701357,0.25359712230215825,1.0,0.6267985611510791
"frozenset({'White Blood Cells=niski', 'Diastolic Blood Pressure=niski'})",frozenset({'Disease=Anemia'}),0.059549128030625266,0.26499361973628244,0.059549128030625266,1.0,3.773675762439807,1.0,0.04376898904165055,inf,0.7815468113975577,0.2247191011235955,1.0,0.6123595505617978
"frozenset({'White Blood Cells=średni-górny', 'Diastolic Blood Pressure=wysoki'})",frozenset({'Disease=Anemia'}),0.05316886431305827,0.26499361973628244,0.05316886431305827,1.0,3.773675762439807,1.0,0.03907945450147371,inf,0.7762803234501348,0.20064205457463882,1.0,0.6003210272873194
"frozenset({'Red Blood Cells=niski', 'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'Glucose=niski', 'Hemoglobin=niski'})",frozenset({'Disease=Anemia'}),0.052318162484049344,0.26499361973628244,0.052318162484049344,1.0,3.773675762439807,1.0,0.038454183229450135,inf,0.7755834829443448,0.19743178170144463,1.0,0.5987158908507223
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'Triglycerides=niski', 'Red Blood Cells=średni-dolny'})","frozenset({'LDL Cholesterol=średni-dolny', 'Disease=Thalasse'})",0.05019140791152701,0.0803913228413441,0.05019140791152701,1.0,12.43915343915344,1.0,0.04615645423424985,inf,0.96820420958352,0.6243386243386244,1.0,0.8121693121693121
"frozenset({'HDL Cholesterol=średni-górny', 'Troponin=średni-dolny'})","frozenset({'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'Disease=Anemia', 'Red Blood Cells=niski'})",0.05061675882603148,0.08507018290089324,0.05061675882603148,1.0,11.754999999999999,1.0,0.04631078189485058,inf,0.9637096774193549,0.595,1.0,0.7975
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'LDL Cholesterol=średni-górny', 'Systolic Blood Pressure=wysoki', 'Heart Rate=średni-górny'})",frozenset({'Disease=Anemia'}),0.05572096980008507,0.26499361973628244,0.05572096980008507,1.0,3.773675762439807,1.0,0.04095526831754445,inf,0.7783783783783784,0.2102728731942215,1.0,0.6051364365971108
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'LDL Cholesterol=średni-górny', 'Systolic Blood Pressure=wysoki'})","frozenset({'Disease=Anemia', 'Heart Rate=średni-górny'})",0.05572096980008507,0.1305827307528711,0.05572096980008507,1.0,7.657980456026059,1.0,0.0484447734033917,inf,0.9207207207207208,0.42671009771986973,1.0,0.7133550488599348
"frozenset({'LDL Cholesterol=średni-górny', 'Systolic Blood Pressure=wysoki', 'Heart Rate=średni-górny'})","frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'Disease=Anemia'})",0.05572096980008507,0.05572096980008507,0.05572096980008507,1.0,17.946564885496183,1.0,0.052616143324623076,inf,1.0,1.0,1.0,1.0
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'Systolic Blood Pressure=wysoki', 'Heart Rate=średni-górny'})","frozenset({'LDL Cholesterol=średni-górny', 'Disease=Anemia'})",0.05572096980008507,0.07528711186729052,0.05572096980008507,1.0,13.282485875706213,1.0,0.05152589891339215,inf,0.9792792792792793,0.7401129943502823,1.0,0.8700564971751412
"frozenset({'White Blood Cells=średni-górny', 'Hematocrit=niski', 'Systolic Blood Pressure=średni-górny', 'Mean Corpuscular Volume=średni-górny'})",frozenset({'Disease=Anemia'}),0.054870267971076137,0.26499361973628244,0.054870267971076137,1.0,3.773675762439807,1.0,0.04032999704552087,inf,0.7776777677767778,0.20706260032102727,1.0,0.6035313001605136
"frozenset({'HDL Cholesterol=średni-górny', 'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'Troponin=średni-dolny', 'Red Blood Cells=niski'})",frozenset({'Disease=Anemia'}),0.05061675882603148,0.26499361973628244,0.05061675882603148,1.0,3.773675762439807,1.0,0.037203640685402974,inf,0.7741935483870968,0.19101123595505617,1.0,0.5955056179775281
"frozenset({'C-reactive Protein=wysoki', 'Mean Corpuscular Hemoglobin=wysoki'})",frozenset({'Disease=Thalasse'}),0.06465333900467886,0.21650361548277328,0.06465333900467886,1.0,4.618860510805502,1.0,0.05065565735713248,inf,0.8376534788540245,0.2986247544204322,1.0,0.6493123772102161
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'Triglycerides=średni-dolny', 'Troponin=średni-dolny', 'Mean Corpuscular Hemoglobin Concentration=niski'})",frozenset({'Disease=Thalasse'}),0.051892811569544874,0.21650361548277328,0.051892811569544874,1.0,4.618860510805502,1.0,0.04065783024717212,inf,0.8263795423956931,0.23968565815324167,1.0,0.6198428290766208
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'Troponin=średni-dolny', 'Mean Corpuscular Hemoglobin Concentration=niski'})","frozenset({'Triglycerides=średni-dolny', 'Disease=Thalasse'})",0.051892811569544874,0.051892811569544874,0.051892811569544874,1.0,19.270491803278688,1.0,0.049199947676952585,inf,1.0,1.0,1.0,1.0
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'Triglycerides=średni-dolny', 'Mean Corpuscular Hemoglobin Concentration=niski'})","frozenset({'Troponin=średni-dolny', 'Disease=Thalasse'})",0.051892811569544874,0.051892811569544874,0.051892811569544874,1.0,19.270491803278688,1.0,0.049199947676952585,inf,1.0,1.0,1.0,1.0
"frozenset({'White Blood Cells=średni-górny', 'Hematocrit=niski', 'Systolic Blood Pressure=średni-górny'})","frozenset({'Disease=Anemia', 'Mean Corpuscular Volume=średni-górny'})",0.054870267971076137,0.09783071033602722,0.054870267971076137,1.0,10.221739130434782,1.0,0.049502270679137594,inf,0.9545454545454546,0.5608695652173913,1.0,0.7804347826086957
"frozenset({'White Blood Cells=średni-górny', 'Systolic Blood Pressure=średni-górny', 'Mean Corpuscular Volume=średni-górny'})","frozenset({'Hematocrit=niski', 'Disease=Anemia'})",0.054870267971076137,0.13994045087196938,0.054870267971076137,1.0,7.145896656534954,1.0,0.04719169793173796,inf,0.90999099909991,0.39209726443768994,1.0,0.6960486322188449
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'LDL Cholesterol=średni-dolny', 'Triglycerides=niski', 'Red Blood Cells=średni-dolny'})",frozenset({'Disease=Thalasse'}),0.05019140791152701,0.21650361548277328,0.05019140791152701,1.0,4.618860510805502,1.0,0.03932478663251074,inf,0.8248992386923422,0.2318271119842829,1.0,0.6159135559921415
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'LDL Cholesterol=średni-dolny', 'Triglycerides=niski'})","frozenset({'Red Blood Cells=średni-dolny', 'Disease=Thalasse'})",0.05019140791152701,0.09570395576350489,0.05019140791152701,1.0,10.448888888888888,1.0,0.0453878916290542,inf,0.9520824003582624,0.5244444444444445,1.0,0.7622222222222221
"frozenset({'White Blood Cells=niski', 'Cholesterol=średni-dolny', 'Hemoglobin=niski'})","frozenset({'Troponin=średni-górny', 'Disease=Anemia'})",0.051892811569544874,0.09527860484900043,0.051892811569544874,1.0,10.495535714285714,1.0,0.04694853688150657,inf,0.9542395693135934,0.544642857142857,1.0,0.7723214285714286
"frozenset({'White Blood Cells=niski', 'Cholesterol=średni-dolny'})","frozenset({'Troponin=średni-górny', 'Disease=Anemia', 'Hemoglobin=niski'})",0.051892811569544874,0.051892811569544874,0.051892811569544874,1.0,19.270491803278688,1.0,0.049199947676952585,inf,1.0,1.0,1.0,1.0
"frozenset({'Creatinine=średni-dolny', 'HbA1c=średni-górny', 'Glucose=niski', 'Heart Rate=średni-górny'})",frozenset({'Disease=Anemia'}),0.05104210974053594,0.26499361973628244,0.05104210974053594,1.0,3.773675762439807,1.0,0.037516276321414764,inf,0.7745405647691618,0.19261637239165327,1.0,0.5963081861958266
"frozenset({'Hematocrit=niski', 'Cholesterol=średni-górny', 'C-reactive Protein=średni-dolny'})","frozenset({'Triglycerides=średni-dolny', 'Disease=Anemia'})",0.0540195661420672,0.07060825180774138,0.0540195661420672,1.0,14.16265060240964,1.0,0.05020533901336318,inf,0.9824640287769784,0.7650602409638554,1.0,0.8825301204819277
"frozenset({'Triglycerides=średni-dolny', 'Cholesterol=średni-górny', 'C-reactive Protein=średni-dolny'})","frozenset({'Hematocrit=niski', 'Disease=Anemia'})",0.0540195661420672,0.13994045087196938,0.0540195661420672,1.0,7.145896656534954,1.0,0.046460043700238145,inf,0.9091726618705035,0.38601823708206684,1.0,0.6930091185410334
"frozenset({'Heart Rate=średni-dolny', 'Cholesterol=niski', 'Diastolic Blood Pressure=wysoki', 'Mean Corpuscular Hemoglobin=wysoki'})",frozenset({'Disease=Thalasse'}),0.054870267971076137,0.21650361548277328,0.054870267971076137,1.0,4.618860510805502,1.0,0.042990656572829536,inf,0.828982898289829,0.25343811394891946,1.0,0.6267190569744597
"frozenset({'Heart Rate=średni-dolny', 'Diastolic Blood Pressure=wysoki', 'Mean Corpuscular Hemoglobin=wysoki'})","frozenset({'Cholesterol=niski', 'Disease=Thalasse'})",0.054870267971076137,0.07103360272224585,0.054870267971076137,1.0,14.077844311377246,1.0,0.050972635154755544,inf,0.982898289828983,0.7724550898203593,1.0,0.8862275449101796
"frozenset({'Mean Corpuscular Hemoglobin=wysoki', 'Cholesterol=niski', 'Diastolic Blood Pressure=wysoki'})","frozenset({'Heart Rate=średni-dolny', 'Disease=Thalasse'})",0.054870267971076137,0.07868991918332624,0.054870267971076137,1.0,12.708108108108108,1.0,0.0505525310188647,inf,0.9747974797479748,0.6972972972972973,1.0,0.8486486486486486
"frozenset({'Hematocrit=średni-górny', 'Troponin=średni-dolny'})",frozenset({'Disease=Anemia'}),0.05104210974053594,0.26499361973628244,0.05104210974053594,1.0,3.773675762439807,1.0,0.037516276321414764,inf,0.7745405647691618,0.19261637239165327,1.0,0.5963081861958266
"frozenset({'Hematocrit=średni-górny', 'White Blood Cells=niski'})",frozenset({'Disease=Anemia'}),0.05869842620161633,0.26499361973628244,0.05869842620161633,1.0,3.773675762439807,1.0,0.04314371776962698,inf,0.780840488025305,0.22150882825040127,1.0,0.6107544141252006
"frozenset({'Hematocrit=niski', 'LDL Cholesterol=niski'})",frozenset({'Disease=Anemia'}),0.07018290089323692,0.26499361973628244,0.07018290089323692,1.0,3.773675762439807,1.0,0.0515848799419453,inf,0.7904849039341262,0.26484751203852325,1.0,0.6324237560192616
"frozenset({'Hematocrit=niski', 'Troponin=niski'})",frozenset({'Disease=Anemia'}),0.05274351339855381,0.26499361973628244,0.05274351339855381,1.0,3.773675762439807,1.0,0.03876681886546192,inf,0.7759317467444993,0.19903691813804172,1.0,0.5995184590690209
"frozenset({'Troponin=średni-górny', 'White Blood Cells=niski', 'Cholesterol=średni-dolny', 'Hemoglobin=niski'})",frozenset({'Disease=Anemia'}),0.051892811569544874,0.26499361973628244,0.051892811569544874,1.0,3.773675762439807,1.0,0.03814154759343834,inf,0.7752355316285329,0.1958266452648475,1.0,0.5979133226324238
"frozenset({'Troponin=średni-górny', 'White Blood Cells=niski', 'Hemoglobin=niski'})","frozenset({'Disease=Anemia', 'Cholesterol=średni-dolny'})",0.051892811569544874,0.0854955338153977,0.051892811569544874,1.0,11.696517412935323,1.0,0.04745620794322479,inf,0.9645580978017048,0.6069651741293532,1.0,0.8034825870646767
"frozenset({'Troponin=średni-górny', 'White Blood Cells=niski', 'Cholesterol=średni-dolny'})","frozenset({'Disease=Anemia', 'Hemoglobin=niski'})",0.051892811569544874,0.10421097405359421,0.051892811569544874,1.0,9.59591836734694,1.0,0.04648501112950298,inf,0.9448183041722745,0.49795918367346936,1.0,0.7489795918367347
"frozenset({'Creatinine=średni-dolny', 'HbA1c=średni-górny', 'Heart Rate=średni-górny'})","frozenset({'Disease=Anemia', 'Glucose=niski'})",0.05104210974053594,0.1169715014887282,0.05104210974053594,1.0,8.549090909090909,1.0,0.045071637525033015,inf,0.9305244285073958,0.43636363636363634,1.0,0.7181818181818181
"frozenset({'Creatinine=średni-dolny', 'Glucose=niski'})","frozenset({'HbA1c=średni-górny', 'Disease=Anemia', 'Heart Rate=średni-górny'})",0.05104210974053594,0.05104210974053594,0.05104210974053594,1.0,19.59166666666667,1.0,0.04843681277377103,inf,1.0,1.0,1.0,1.0
"frozenset({'HDL Cholesterol=średni-górny', 'Mean Corpuscular Hemoglobin Concentration=średni-dolny', 'Glucose=niski', 'Hemoglobin=niski'})",frozenset({'Disease=Anemia'}),0.052318162484049344,0.26499361973628244,0.052318162484049344,1.0,3.773675762439807,1.0,0.038454183229450135,inf,0.7755834829443448,0.19743178170144463,1.0,0.5987158908507223
